username,acctdesc,location,following,followers,totalTweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags
jvst_g,hoes mad,"Atlanta, GA",51,94,633,2013-01-22 02:25:24,2020-07-10 11:38:39,1,someone who has 500k $EWT is offloading on BitMart. who has 500k $EWT? great question. only people i know with 500k coins are the initial validators. don't want this to be FUD but this needs to be looked into. https://t.co/b71MemnEod,[]
CaptainCrypto89,"Have been asked to start tweeting out my trades, enjoy.",London,101,65,59,2017-06-24 17:44:19,2020-07-10 11:34:05,1,someone who has 500k $EWT is offloading on BitMart. who has 500k $EWT? great question. only people i know with 500k coins are the initial validators. don't want this to be FUD but this needs to be looked into. https://t.co/b71MemnEod,[]
Keysane1,crypto lover..........👩‍🚀🚀,,2185,1114,673,2019-01-26 16:51:47,2020-07-10 11:31:36,7,$grid the next big gem of the week same to $ewt . We are at 5x below the minimum iCO price. Get in now before the bullish starts🚀🚀🚀👩‍🚀@CryptoExpert101 @CryptoHeroTA @CryptoPlanet10 @Crytodreamer https://t.co/IYH6mOreOI,[]
dominach,,,49,30,2197,2009-05-12 11:15:11,2020-07-10 11:03:38,0,@WallStJesus Yeah baby!! $EWT,[]
CryptoGezz4,It's ya boi! Not a Trader but a Crypto #HODL’er. Just Bullish on Crypto Coinz! $LINK $UBT $ADA $TRB The future is now,,1172,175,1476,2009-04-21 13:40:04,2020-07-10 10:58:39,50,"I'm going to give 1,000 $ubt to one person who;
Likes this post
Retweet this post
Follows me
Joins the @UnibrightIO telegram group - https://t.co/gUrNZDvHYn 
Minimum 100 people to do the above ☝️

$btc $eth $link $ren $rlc $comp $dot $ksm $ewt $rsr $dmg $rsr #Crypto #btc #defi",[]
carterBFC,Burnley FC.. 🇬🇪 $ocean and $ewt 🚀🚀 😎,"England, United Kingdom",378,255,5027,2011-10-13 18:05:40,2020-07-10 10:40:23,0,"@Jamie6815 @UltraOceanWhale I have plenty of trust as I've been holding since 350sats and buying. But I'm being realistic regarding price.
If it hits $1 that'll be a few years earnings for me but we'll see! 
$ocean like $ewt is a long term hold for me",[]
Munkka3,"πολ 1001/2005

$link
$stink
$rsr",,405,364,3265,2020-02-06 21:17:23,2020-07-10 10:28:37,50,"I'm going to give 1,000 $ubt to one person who;
Likes this post
Retweet this post
Follows me
Joins the @UnibrightIO telegram group - https://t.co/gUrNZDvHYn 
Minimum 100 people to do the above ☝️

$btc $eth $link $ren $rlc $comp $dot $ksm $ewt $rsr $dmg $rsr #Crypto #btc #defi",[]
JockerMod,#Trump2020 #MAGA  #googlepixel4xl #pixel4xl #google #pixel4 #pixel,,149,25,1280,2020-03-10 04:00:54,2020-07-10 10:25:23,1,"Just found a crypto gem. $LYXe under $1mil marketcap, advisors from energy web foundation $ewt, founder was the creator of the Erc-20 standard and web.js , they want to push smart contracts beyond Defi and into social standards",[]
CCryptomans70,,,330,63,2198,2018-04-01 14:09:19,2020-07-10 10:14:14,2,"$dmg holders you are welcome back to $ubt anytime, we wont judge you 👍 

$btc $eth $ltc $xrp $trx $link $arpra $ren $dusk $neo $vet $erd $ada $waves $zrx $rlc $eng $comp $dot $ksm $ewt $rsr $snx #cryptocurrency #Crypto #btc #defi",[]
thecryptofessor,Full time tech consultant @ top tier firm. Blockchain enthusiast looking out for gems for my followers (no financial advise) $EWT $AVAX $OCEAN $FET,"Amsterdam, Nederland",483,433,696,2013-10-17 09:00:31,2020-07-10 10:01:18,11,"Shit is going to explode 🔥 for @energywebx $EWT First major exchange listing any moment now 👀 An updated @CoinMarketCap listing will follow very soon at a fucking impressive spot 37 ‼️ If you think it's overvalued, research it!! You'll see it's a top 3 coin 💪💪",[]
QryptoProfessor,$EWT ⚡️ $OCEAN 🌊  $RSR 🔥,,43,181,245,2020-02-19 11:42:58,2020-07-10 09:46:09,1,@MMcrypto $OCEAN &amp; $EWT DREAMTEAM 🚀🙏🏽,[]
Carlos_Alsop,I’m actually not funny. I’m just really mean and people think I am joking... $UBT $KNC $LINK $RLC $ETH,Brighton,386,233,456,2011-07-25 17:45:20,2020-07-10 09:35:17,50,"I'm going to give 1,000 $ubt to one person who;
Likes this post
Retweet this post
Follows me
Joins the @UnibrightIO telegram group - https://t.co/gUrNZDvHYn 
Minimum 100 people to do the above ☝️

$btc $eth $link $ren $rlc $comp $dot $ksm $ewt $rsr $dmg $rsr #Crypto #btc #defi",[]
CryptoSimeej,"Bon Vivant
$EWT",Germany,99,57,233,2012-03-30 13:56:49,2020-07-10 09:33:32,12,"I cant wait to see those faces when $EWT finally get listed on @CoinMarketCap 

Everybody’s face is like wtf brahhh 🤨 

How can a big project like that slipped beside me ? 

Beng beng 🔫 
Early EWT gang 🤓",[]
Sergeyismydad,"$LINK $UBT $LIT $OCEAN
We're all gonna make it fren",,538,205,1149,2017-08-10 17:43:30,2020-07-10 09:32:25,50,"I'm going to give 1,000 $ubt to one person who;
Likes this post
Retweet this post
Follows me
Joins the @UnibrightIO telegram group - https://t.co/gUrNZDvHYn 
Minimum 100 people to do the above ☝️

$btc $eth $link $ren $rlc $comp $dot $ksm $ewt $rsr $dmg $rsr #Crypto #btc #defi",[]
oracle_of_coin,,,782,342,3314,2016-05-13 03:05:46,2020-07-10 09:18:18,50,"I'm going to give 1,000 $ubt to one person who;
Likes this post
Retweet this post
Follows me
Joins the @UnibrightIO telegram group - https://t.co/gUrNZDvHYn 
Minimum 100 people to do the above ☝️

$btc $eth $link $ren $rlc $comp $dot $ksm $ewt $rsr $dmg $rsr #Crypto #btc #defi",[]
cryptorealworld,Fuck the bitcoin YouTube twat scammers .I am hear you wind up #cryptocurrency idiots,"London, England",13,1,71,2020-07-05 14:20:39,2020-07-10 09:02:30,0,"All I’m asking , as I’ve seen it allot since 2016 that a token is just to fill the bank of the ICO and to give out as a sweetener, what value has the $EWT got to holders other than speculation and was it just a fundraiser! Is it for payment? ( probably not), Fee’s? Anyone?",[]
gravitas_llc,"We are strongly innovation and creative in design, advertising & programming on web and #bitcoin #btc #ethereum #eth #blockchain #erc20 #crypto",,357,223,3473,2018-11-22 23:40:42,2020-07-10 09:00:20,50,"I'm going to give 1,000 $ubt to one person who;
Likes this post
Retweet this post
Follows me
Joins the @UnibrightIO telegram group - https://t.co/gUrNZDvHYn 
Minimum 100 people to do the above ☝️

$btc $eth $link $ren $rlc $comp $dot $ksm $ewt $rsr $dmg $rsr #Crypto #btc #defi",[]
CryptoExpert101,$SLP Investor and Gem Seeker for Parabolic Movements. Join my VIP to find the next gems I find. https://t.co/8EvTQ6nW6f,,213,97,358,2018-01-11 07:22:13,2020-07-10 08:56:14,5,$GRID is the next $EWT long term investment and a great hold. Get it while it's still under a $1 https://t.co/RK0h1ZsiI8,[]
ChiMeng74471219,,,97,40,116,2018-09-28 07:35:24,2020-07-10 08:53:34,8,Attention EW Members! Check your inbox for details on our upcoming members-only webinar: #EnergyWeb Tokens At Work: Utility Layer Benefits for EW Members. Happening next Wednesday the 15th. #EWT https://t.co/4dqGYlkTnj,"[{'text': 'EnergyWeb', 'indices': [105, 115]}]"
stinkielinker33,◭ i collect saturn time cubes ◮ $link ⬢ 𓁿,"titan, saturn",783,579,3054,2020-05-06 00:29:11,2020-07-10 08:50:36,50,"I'm going to give 1,000 $ubt to one person who;
Likes this post
Retweet this post
Follows me
Joins the @UnibrightIO telegram group - https://t.co/gUrNZDvHYn 
Minimum 100 people to do the above ☝️

$btc $eth $link $ren $rlc $comp $dot $ksm $ewt $rsr $dmg $rsr #Crypto #btc #defi",[]
CrytoCoins,I believe in crypto. Good tech always wins. #Hodl #Unibright $UBT #KyberNetwork $KNC #MonolithCard $TKN #DeFi,Ganymede,1675,1902,9000,2018-01-14 09:18:15,2020-07-10 08:48:07,50,"I'm going to give 1,000 $ubt to one person who;
Likes this post
Retweet this post
Follows me
Joins the @UnibrightIO telegram group - https://t.co/gUrNZDvHYn 
Minimum 100 people to do the above ☝️

$btc $eth $link $ren $rlc $comp $dot $ksm $ewt $rsr $dmg $rsr #Crypto #btc #defi",[]
E_L0_,"Super interested in Blockchain, Crypto, Fitness, and Tech. Iconist and Link!",,581,123,443,2019-06-04 16:15:22,2020-07-10 08:45:10,50,"I'm going to give 1,000 $ubt to one person who;
Likes this post
Retweet this post
Follows me
Joins the @UnibrightIO telegram group - https://t.co/gUrNZDvHYn 
Minimum 100 people to do the above ☝️

$btc $eth $link $ren $rlc $comp $dot $ksm $ewt $rsr $dmg $rsr #Crypto #btc #defi",[]
rafzalan,"Restricted, Suspended, Sanctioned, Quarantined",,274,117,1249,2017-10-23 16:19:01,2020-07-10 08:37:56,2,"$Grid is the ultimate $EWT competitor!

Consensys company created by an Ethereum co-founder with a massive customer base in Texas and soon to be Tokyo/Japan.

This is a billion dollar usd mcap waiting to happen.

$OCEAN $CHR $LCX $TRB  @scoinaldo @DonnieBigBags @oddgems https://t.co/E70fyJiXDc",[]
crypto_thai,"Fundamentalist and some proper gut Feeling 💰
Retweeting FA and TA as well🔄

Cryptonaut since 2016 | DYOR 
Uniswap Gem Hunter 📼
TG: https://t.co/gu4przrBsj",,214,457,1002,2017-09-29 20:52:15,2020-07-10 08:34:51,5,$GRID is the next $EWT long term investment and a great hold. Get it while it's still under a $1 https://t.co/RK0h1ZsiI8,[]
Brakels23,We are building the next Google for the energy market. #EWT 💡🌎🇩🇪,"Dubai, United Arab Emirates",161,54,331,2020-01-15 17:24:57,2020-07-10 08:04:14,0,@Here4Chainlink Iam Gonna help you with your reasearch.. #EWT 💎🔥 https://t.co/lQ3dLlbxAc,"[{'text': 'EWT', 'indices': [57, 61]}]"
BitcoinPro12,Buy $UBT for financial freedom!!,UK,968,229,836,2019-12-29 21:29:03,2020-07-10 07:58:05,2,"$dmg holders you are welcome back to $ubt anytime, we wont judge you 👍 

$btc $eth $ltc $xrp $trx $link $arpra $ren $dusk $neo $vet $erd $ada $waves $zrx $rlc $eng $comp $dot $ksm $ewt $rsr $snx #cryptocurrency #Crypto #btc #defi","[{'text': 'cryptocurrency', 'indices': [195, 210]}, {'text': 'Crypto', 'indices': [211, 218]}, {'text': 'btc', 'indices': [219, 223]}, {'text': 'defi', 'indices': [224, 229]}]"
Mastertrader00,$xrp $xlm $link $dgb $sntr #Crypto $one $rsr $rvx $sha $vet $bepro $enj $ftm $jar $agi $nim $ncash $zil $ada $eth $btc $trb $vra $akro $slp,"Newport News, VA",664,180,616,2020-01-17 07:53:29,2020-07-10 07:39:35,8,"This is huge, created by Ethereum Co-Creator Joseph Lubin and his team to change energy sector and cut out middle man. $Grid already has 100k customer's in Texas. This coin can pull a $EWT. @oddgems @Satoshibtccore @cryptolovett @RabbitHasShoes @CryptoExpert101 
$slp $mbc $tomo https://t.co/dXWGdNN1Qn",[]
CryptoI75232373,Crypto Investor.,Netherlands,89,215,404,2020-05-24 09:20:13,2020-07-10 07:27:06,5,$GRID is the next $EWT long term investment and a great hold. Get it while it's still under a $1 https://t.co/RK0h1ZsiI8,[]
BlueD3mise,"Came for the money, fell in love with the technology, the community and the memes! Low cap gems hunter.","Miami, FL",530,4173,1200,2014-02-09 12:57:09,2020-07-10 06:59:01,5,$GRID is the next $EWT long term investment and a great hold. Get it while it's still under a $1 https://t.co/RK0h1ZsiI8,[]
martinkrung,Full Stack Crypto Analyst since 2011 - Artist & Innovation Engineer - much more follower thanks to girl filter from snap!,Zurich,1016,577,3568,2009-03-26 19:28:52,2020-07-10 06:55:45,2,Moon mission activated. $grid the new $ewt 1$ incoming today 🚀 https://t.co/TRHVFmwBQP,[]
plugall1,CEO of Cube investment.,,678,123,1589,2020-03-15 23:43:35,2020-07-10 06:54:56,5,"When in doubt .. Zoom out, cut the noise !!
Look at the actual bigger picture 😉👇
🚀🚀🚀🚀🚀🚀🚀🚀 soon !!
$QNT $BTC $ETH $LINK $XRP $ZIL $OCEAN $DOGE $EWT $EOS $BAND $MRPH $LTC #BTC #bitcoin https://t.co/rvbhpcbt8B",[]
CryptoNat2,Blockchain Enthusiast and Quamfy Believer,,227,126,764,2018-07-26 15:57:05,2020-07-10 06:54:27,5,"When in doubt .. Zoom out, cut the noise !!
Look at the actual bigger picture 😉👇
🚀🚀🚀🚀🚀🚀🚀🚀 soon !!
$QNT $BTC $ETH $LINK $XRP $ZIL $OCEAN $DOGE $EWT $EOS $BAND $MRPH $LTC #BTC #bitcoin https://t.co/rvbhpcbt8B",[]
MikeAbundo,"“Mike is truly a leading advocate for the responsible use of technology.” – Cesar Tolentino, tech industry analyst.",Philippines,5001,2451,57010,2007-12-24 18:43:33,2020-07-10 06:52:32,8,"This is huge, created by Ethereum Co-Creator Joseph Lubin and his team to change energy sector and cut out middle man. $Grid already has 100k customer's in Texas. This coin can pull a $EWT. @oddgems @Satoshibtccore @cryptolovett @RabbitHasShoes @CryptoExpert101 
$slp $mbc $tomo https://t.co/dXWGdNN1Qn",[]
MikeAbundo,"“Mike is truly a leading advocate for the responsible use of technology.” – Cesar Tolentino, tech industry analyst.",Philippines,5001,2451,57010,2007-12-24 18:43:33,2020-07-10 06:51:50,2,Moon mission activated. $grid the new $ewt 1$ incoming today 🚀 https://t.co/TRHVFmwBQP,[]
FARREL1408,,,101,20,387,2012-10-10 13:48:41,2020-07-10 06:37:52,5,"When in doubt .. Zoom out, cut the noise !!
Look at the actual bigger picture 😉👇
🚀🚀🚀🚀🚀🚀🚀🚀 soon !!
$QNT $BTC $ETH $LINK $XRP $ZIL $OCEAN $DOGE $EWT $EOS $BAND $MRPH $LTC #BTC #bitcoin https://t.co/rvbhpcbt8B",[]
Oli20016034,Wish my girl was as sexy as Quant ($qnt),,148,225,1647,2020-01-28 22:31:42,2020-07-10 06:36:28,5,"When in doubt .. Zoom out, cut the noise !!
Look at the actual bigger picture 😉👇
🚀🚀🚀🚀🚀🚀🚀🚀 soon !!
$QNT $BTC $ETH $LINK $XRP $ZIL $OCEAN $DOGE $EWT $EOS $BAND $MRPH $LTC #BTC #bitcoin https://t.co/rvbhpcbt8B",[]
Keysane1,crypto lover..........👩‍🚀🚀,,2185,1114,673,2019-01-26 16:51:47,2020-07-10 06:35:16,2,Moon mission activated. $grid the new $ewt 1$ incoming today 🚀 https://t.co/TRHVFmwBQP,[]
cryptonerd85,"Bought first BTC @ $400 !! 
Crypto Enthusiast.. 
Gem hunter.. 
Look for at least 10x potential coins..
In love with $BTC $ETH $QNT",The Milky way,166,1171,4245,2017-11-23 18:20:24,2020-07-10 06:34:53,1,"Yup same goes for $QNT / $ETH chart ..
Zoom out and look at the biggest picture 
🚀🚀🚀🚀🚀soon !!
$QNT $BTC $ETH $LINK $XRP $ZIL $OCEAN $DOGE $EWT $EOS $BAND $MRPH $LTC #BTC #bitcoin https://t.co/rfPFWSpIuw","[{'text': 'BTC', 'indices': [165, 169]}, {'text': 'bitcoin', 'indices': [170, 178]}]"
cryptonerd85,"Bought first BTC @ $400 !! 
Crypto Enthusiast.. 
Gem hunter.. 
Look for at least 10x potential coins..
In love with $BTC $ETH $QNT",The Milky way,166,1171,4245,2017-11-23 18:20:24,2020-07-10 06:25:19,5,"When in doubt .. Zoom out, cut the noise !!
Look at the actual bigger picture 😉👇
🚀🚀🚀🚀🚀🚀🚀🚀 soon !!
$QNT $BTC $ETH $LINK $XRP $ZIL $OCEAN $DOGE $EWT $EOS $BAND $MRPH $LTC #BTC #bitcoin https://t.co/rvbhpcbt8B","[{'text': 'BTC', 'indices': [169, 173]}, {'text': 'bitcoin', 'indices': [174, 182]}]"
_k0rrup7,💎💰Gem$ Investo🅡 💰💎 All we $ometimes need is a little luck. $RSR $OCEAN $DAG $COTI $UBT $CHR $EWT $MITX $DMG,"Retired2022, Rotterdam, The Netherlands",956,233,2289,2017-06-17 10:34:31,2020-07-10 06:07:13,50,"I'm going to give 1,000 $ubt to one person who;
Likes this post
Retweet this post
Follows me
Joins the @UnibrightIO telegram group - https://t.co/gUrNZDvHYn 
Minimum 100 people to do the above ☝️

$btc $eth $link $ren $rlc $comp $dot $ksm $ewt $rsr $dmg $rsr #Crypto #btc #defi",[]
dimdimdimma,$EWT,,176,34,124,2013-12-15 16:57:21,2020-07-10 05:05:10,11,"Shit is going to explode 🔥 for @energywebx $EWT First major exchange listing any moment now 👀 An updated @CoinMarketCap listing will follow very soon at a fucking impressive spot 37 ‼️ If you think it's overvalued, research it!! You'll see it's a top 3 coin 💪💪",[]
bradenframpton8,,,741,103,283,2013-10-27 13:51:25,2020-07-10 05:01:18,50,"I'm going to give 1,000 $ubt to one person who;
Likes this post
Retweet this post
Follows me
Joins the @UnibrightIO telegram group - https://t.co/gUrNZDvHYn 
Minimum 100 people to do the above ☝️

$btc $eth $link $ren $rlc $comp $dot $ksm $ewt $rsr $dmg $rsr #Crypto #btc #defi",[]
Keysane1,crypto lover..........👩‍🚀🚀,,2185,1114,673,2019-01-26 16:51:47,2020-07-10 04:26:12,8,"This is huge, created by Ethereum Co-Creator Joseph Lubin and his team to change energy sector and cut out middle man. $Grid already has 100k customer's in Texas. This coin can pull a $EWT. @oddgems @Satoshibtccore @cryptolovett @RabbitHasShoes @CryptoExpert101 
$slp $mbc $tomo https://t.co/dXWGdNN1Qn",[]
scottbwnc,,,123,63,1583,2013-09-05 22:55:01,2020-07-10 04:17:31,8,"This is huge, created by Ethereum Co-Creator Joseph Lubin and his team to change energy sector and cut out middle man. $Grid already has 100k customer's in Texas. This coin can pull a $EWT. @oddgems @Satoshibtccore @cryptolovett @RabbitHasShoes @CryptoExpert101 
$slp $mbc $tomo https://t.co/dXWGdNN1Qn",[]
CryptoExpert101,$SLP Investor and Gem Seeker for Parabolic Movements. Join my VIP to find the next gems I find. https://t.co/8EvTQ6nW6f,,213,97,358,2018-01-11 07:22:13,2020-07-10 04:15:11,8,"This is huge, created by Ethereum Co-Creator Joseph Lubin and his team to change energy sector and cut out middle man. $Grid already has 100k customer's in Texas. This coin can pull a $EWT. @oddgems @Satoshibtccore @cryptolovett @RabbitHasShoes @CryptoExpert101 
$slp $mbc $tomo https://t.co/dXWGdNN1Qn",[]
RabbitHasShoes,"Crypto champion. Gem hunter and FUD exterminator. Disclaimer: This account is not for financial advice and is for entertainment purposes only. 

https://t.co/b39MdtZmI2",,4446,2904,10821,2018-06-23 17:51:56,2020-07-10 04:12:41,2,"$Grid is the ultimate $EWT competitor!

Consensys company created by an Ethereum co-founder with a massive customer base in Texas and soon to be Tokyo/Japan.

This is a billion dollar usd mcap waiting to happen.

$OCEAN $CHR $LCX $TRB  @scoinaldo @DonnieBigBags @oddgems https://t.co/E70fyJiXDc",[]
PhysicianCrypto,"Movie buff, Tennis and Badminton maniac, Frank, Opinionated, Teetotaller, Foodie, Honest, Crypto Enthusiast and a Doctor.",,51,153,561,2009-07-23 09:54:30,2020-07-10 04:11:33,8,"This is huge, created by Ethereum Co-Creator Joseph Lubin and his team to change energy sector and cut out middle man. $Grid already has 100k customer's in Texas. This coin can pull a $EWT. @oddgems @Satoshibtccore @cryptolovett @RabbitHasShoes @CryptoExpert101 
$slp $mbc $tomo https://t.co/dXWGdNN1Qn",[]
Here4Chainlink,,,634,480,754,2020-05-30 00:28:14,2020-07-10 02:33:43,2,"So I found @EnergyWebFoundation, $EWT, super interesting and started researching. It's not in the @Chainlink Ecosystem, but it clearly says ""just announced ENS and Chainlink Oracle services"" in April... did I miss it somewhere? 
https://t.co/5smupdEkZU

https://t.co/I4sSQzZ5BJ",[]
Walkawayplan,"Holding: ChainLink (LINK) & Energy Web Token (EWT)
...There are a lot of quality projects out there, but these 2 have captured my attention",Friendship Island,1658,740,4497,2017-06-03 15:10:45,2020-07-10 02:32:11,11,"Shit is going to explode 🔥 for @energywebx $EWT First major exchange listing any moment now 👀 An updated @CoinMarketCap listing will follow very soon at a fucking impressive spot 37 ‼️ If you think it's overvalued, research it!! You'll see it's a top 3 coin 💪💪",[]
toji_koji,On-nomi (オン飲み),,516,83,208,2019-12-19 06:58:45,2020-07-10 02:22:58,50,"I'm going to give 1,000 $ubt to one person who;
Likes this post
Retweet this post
Follows me
Joins the @UnibrightIO telegram group - https://t.co/gUrNZDvHYn 
Minimum 100 people to do the above ☝️

$btc $eth $link $ren $rlc $comp $dot $ksm $ewt $rsr $dmg $rsr #Crypto #btc #defi",[]
GabbasOfficial,"random new guy, crypto $EWT $OCEAN $BTC do people really send #BTC to posted addresses bc1qa2w2y6gcfhac36ts3dsvdpvg8v7sx2jvg3spn7 so far, no, no they don’t",United States,230,51,551,2020-04-14 17:57:54,2020-07-10 02:19:22,0,@easyeight08 $EWT biggest project in crypto and few know about it.,[]
bitcoin_kenny,"Bite-sized news & tips for the busy investor! 

Helping the world become a better place thru investments and technology.
#Bitcoin #cro",,369,330,20920,2009-10-20 12:17:24,2020-07-10 01:59:54,50,"I'm going to give 1,000 $ubt to one person who;
Likes this post
Retweet this post
Follows me
Joins the @UnibrightIO telegram group - https://t.co/gUrNZDvHYn 
Minimum 100 people to do the above ☝️

$btc $eth $link $ren $rlc $comp $dot $ksm $ewt $rsr $dmg $rsr #Crypto #btc #defi",[]
ulandino33,,VENEZUELA,1528,193,1675,2010-01-26 05:55:04,2020-07-10 01:55:05,50,"I'm going to give 1,000 $ubt to one person who;
Likes this post
Retweet this post
Follows me
Joins the @UnibrightIO telegram group - https://t.co/gUrNZDvHYn 
Minimum 100 people to do the above ☝️

$btc $eth $link $ren $rlc $comp $dot $ksm $ewt $rsr $dmg $rsr #Crypto #btc #defi",[]
GabbasOfficial,"random new guy, crypto $EWT $OCEAN $BTC do people really send #BTC to posted addresses bc1qa2w2y6gcfhac36ts3dsvdpvg8v7sx2jvg3spn7 so far, no, no they don’t",United States,230,51,551,2020-04-14 17:57:54,2020-07-10 01:42:57,11,"Shit is going to explode 🔥 for @energywebx $EWT First major exchange listing any moment now 👀 An updated @CoinMarketCap listing will follow very soon at a fucking impressive spot 37 ‼️ If you think it's overvalued, research it!! You'll see it's a top 3 coin 💪💪",[]
DarrellFowler13,,,342,114,3319,2016-12-30 15:19:48,2020-07-10 01:03:35,50,"I'm going to give 1,000 $ubt to one person who;
Likes this post
Retweet this post
Follows me
Joins the @UnibrightIO telegram group - https://t.co/gUrNZDvHYn 
Minimum 100 people to do the above ☝️

$btc $eth $link $ren $rlc $comp $dot $ksm $ewt $rsr $dmg $rsr #Crypto #btc #defi",[]
cryptozen_eth,The clue is in the background pic 🚀 Invested in the future  #linkmarine $ewtwhale 🐳,,70,54,172,2020-05-09 06:07:09,2020-07-10 00:56:42,11,"Shit is going to explode 🔥 for @energywebx $EWT First major exchange listing any moment now 👀 An updated @CoinMarketCap listing will follow very soon at a fucking impressive spot 37 ‼️ If you think it's overvalued, research it!! You'll see it's a top 3 coin 💪💪",[]
darthlinky,I find your lack of LINK disturbing,,95,17,57,2020-06-14 21:17:56,2020-07-10 00:43:15,8,Attention EW Members! Check your inbox for details on our upcoming members-only webinar: #EnergyWeb Tokens At Work: Utility Layer Benefits for EW Members. Happening next Wednesday the 15th. #EWT https://t.co/4dqGYlkTnj,"[{'text': 'EnergyWeb', 'indices': [105, 115]}]"
FARREL1408,,,101,20,387,2012-10-10 13:48:41,2020-07-09 23:50:59,18,"$QNT

Bullish much?  No FOMO 

$RUNE $HTR $EWT $XDCE $BTC $XRP https://t.co/HJpbpTfeay",[]
_Lout_,Full market cycle survivor | $BTC & #Altcoin Enthusiast,Earth,394,227,1191,2017-08-28 14:48:12,2020-07-09 23:50:30,0,@bitcoin_brown Energy! Only one winner there $EWT,[]
MunchiesDi,🌎 🌍 🌏,Earth,881,66,160,2018-02-21 01:57:34,2020-07-09 23:32:07,50,"I'm going to give 1,000 $ubt to one person who;
Likes this post
Retweet this post
Follows me
Joins the @UnibrightIO telegram group - https://t.co/gUrNZDvHYn 
Minimum 100 people to do the above ☝️

$btc $eth $link $ren $rlc $comp $dot $ksm $ewt $rsr $dmg $rsr #Crypto #btc #defi",[]
degenerazation,"bitcoin, ethereum, chainlink, unibright investing in blockchains fundamentals",,153,97,175,2020-03-07 02:33:07,2020-07-09 23:25:27,50,"I'm going to give 1,000 $ubt to one person who;
Likes this post
Retweet this post
Follows me
Joins the @UnibrightIO telegram group - https://t.co/gUrNZDvHYn 
Minimum 100 people to do the above ☝️

$btc $eth $link $ren $rlc $comp $dot $ksm $ewt $rsr $dmg $rsr #Crypto #btc #defi",[]
Solo80085,,,286,20,395,2020-02-24 21:06:03,2020-07-09 22:59:33,12,"I cant wait to see those faces when $EWT finally get listed on @CoinMarketCap 

Everybody’s face is like wtf brahhh 🤨 

How can a big project like that slipped beside me ? 

Beng beng 🔫 
Early EWT gang 🤓",[]
carterBFC,Burnley FC.. 🇬🇪 $ocean and $ewt 🚀🚀 😎,"England, United Kingdom",378,255,5027,2011-10-13 18:05:40,2020-07-09 22:35:23,1,"@mbarto6 @cryptomaniac000 @CoinbaseCustody #OCEAN  KuCoin or Bittrex.  https://t.co/3olevczJx5
there is also #EWT that is not Energy Web Token, be careful! EWT only on Liquid and Bitmart. Very soon also on KuCoin. Anoucment doesnt exist but ... 👀🧐😜https://t.co/89q0XawXzL https://t.co/9FsIT015qY","[{'text': 'OCEAN', 'indices': [58, 64]}, {'text': 'EWT', 'indices': [124, 128]}]"
carterBFC,Burnley FC.. 🇬🇪 $ocean and $ewt 🚀🚀 😎,"England, United Kingdom",378,255,5027,2011-10-13 18:05:40,2020-07-09 22:30:05,3,"$EWT

ARE YOU READY? 💣💣💣💣

#bitcoin $rsr #dogecoin
$lcx $dmg $ocean $eth https://t.co/19iqpHidp5","[{'text': 'bitcoin', 'indices': [48, 56]}, {'text': 'dogecoin', 'indices': [62, 71]}]"
Pugloves_crypto,I'm a PUG who loves cryptocurrency and I'm here to help you with your crypto portfolio! Let's get  HODLing together!!,,636,245,1021,2018-01-30 13:57:42,2020-07-09 22:26:28,11,"Shit is going to explode 🔥 for @energywebx $EWT First major exchange listing any moment now 👀 An updated @CoinMarketCap listing will follow very soon at a fucking impressive spot 37 ‼️ If you think it's overvalued, research it!! You'll see it's a top 3 coin 💪💪",[]
soloosefr,"Crypto believer - FA maniac - Only strongest projects reach my portfolio.
$BTC ; $ETH ; $CHR early bird ; early $EWT chiller ; $OCEAN ; $QNT
I'm watching you.",France,728,491,2972,2017-11-08 08:23:27,2020-07-09 22:26:13,11,"Shit is going to explode 🔥 for @energywebx $EWT First major exchange listing any moment now 👀 An updated @CoinMarketCap listing will follow very soon at a fucking impressive spot 37 ‼️ If you think it's overvalued, research it!! You'll see it's a top 3 coin 💪💪",[]
BitcoinPro12,Buy $UBT for financial freedom!!,UK,968,229,836,2019-12-29 21:29:03,2020-07-09 22:23:06,0,"Best content around! @IOHK_Charles  you should be ashamed! $ada
https://t.co/ImroAIf0WZ
$btc $eth $ltc $xrp $trx $link $bolt $ren $dusk $neo $vet $data $nav $waves $zrx $rlc $eng $comp $dot $ksm $ewt $rsr $dmg $dmm #cryptocurrency #Crypto #btc #defi","[{'text': 'cryptocurrency', 'indices': [215, 230]}, {'text': 'Crypto', 'indices': [231, 238]}, {'text': 'btc', 'indices': [239, 243]}, {'text': 'defi', 'indices': [244, 249]}]"
mike_ogren,"$Crypto$ $QNT, $OCEAN, $UBT, $XDCE, $COTI, $RSR, $EWT ~ strong.  #Bitcoin #LAKings 💪","Ridgecrest, CA",96,136,385,2018-01-20 09:03:09,2020-07-09 22:22:21,11,"Shit is going to explode 🔥 for @energywebx $EWT First major exchange listing any moment now 👀 An updated @CoinMarketCap listing will follow very soon at a fucking impressive spot 37 ‼️ If you think it's overvalued, research it!! You'll see it's a top 3 coin 💪💪",[]
