username,acctdesc,location,following,followers,totalTweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags
SportsStewMike,CMU Alumni. @SportsStewPod - Your recommended serving size for all things sports. Our Youtube Channel: https://t.co/G4kR38bUVL,,728,112,7234,2011-03-12 22:43:02,2020-07-10 21:20:25,24,A message from Telcoin management. The main chat will be back open on Monday.  #telcoin #telfam 👏👏👏 https://t.co/0ELiikGmeA,"[{'text': 'telcoin', 'indices': [92, 100]}, {'text': 'telfam', 'indices': [101, 108]}]"
Cryptobook1,,,285,231,4836,2018-05-20 19:05:16,2020-07-10 21:19:13,17,"BIG update just out in the $TEL Telegram by Parker Spann, a core member.  Price is pumping now and 8 figure bids are starting to stack! 

THIS GET ME FIRED UP-------------------------&gt;&gt;&gt;

""We are in the best position to succeed since the inception of this company."" 

Love it! https://t.co/FPwudqO9pw",[]
Cryptobook1,,,285,231,4836,2018-05-20 19:05:16,2020-07-10 21:19:10,1,"Price and Volume starting to pump on that update.. MORE IMPORTANTLY, this is essentially solidifying its FIRST ever higher LOW... Chart is a spitting image of the $VET chart a month or so ago..

$TEL https://t.co/BSYd7WieWO",[]
GucluAyk,,,230,106,6250,2017-04-05 20:36:00,2020-07-10 21:18:16,24,A message from Telcoin management. The main chat will be back open on Monday.  #telcoin #telfam 👏👏👏 https://t.co/0ELiikGmeA,"[{'text': 'telcoin', 'indices': [92, 100]}, {'text': 'telfam', 'indices': [101, 108]}]"
paddystash,Crypto enthusiast | Lion Tamer | Memory Surgeon | All posts are my opinion and not investment advice | Link to my telegram https://t.co/UGzaok4vwF,"East Coast, USA",1482,14382,26082,2017-04-06 18:45:02,2020-07-10 21:17:59,1,"Price and Volume starting to pump on that update.. MORE IMPORTANTLY, this is essentially solidifying its FIRST ever higher LOW... Chart is a spitting image of the $VET chart a month or so ago..

$TEL https://t.co/BSYd7WieWO",[]
trossiehaarlem,zanger van het nederlandstallige lied https://t.co/dM0LiTaFiF,haarlem,225,74,427,2011-03-31 19:15:56,2020-07-10 21:17:47,0,"#telcoin

Back in business folks no need to worry anymore 🚀🚀🚀

People if you. What to make some profits check out telcoin just a tip no financial advice 😂

#btc
#eth
#TRON
#XRP
#cryptocurrency
#Coinmarketcap
#SendMoneySmarter https://t.co/3WcwKT3PEt","[{'text': 'telcoin', 'indices': [0, 8]}, {'text': 'btc', 'indices': [156, 160]}, {'text': 'eth', 'indices': [161, 165]}, {'text': 'TRON', 'indices': [166, 171]}, {'text': 'XRP', 'indices': [172, 176]}, {'text': 'cryptocurrency', 'indices': [177, 192]}, {'text': 'Coinmarketcap', 'indices': [193, 207]}, {'text': 'SendMoneySmarter', 'indices': [208, 225]}]"
Italipino101,$VET $RSR $TEL,"Brisbane, Queensland",137,31,312,2018-01-03 00:05:59,2020-07-10 21:16:42,24,A message from Telcoin management. The main chat will be back open on Monday.  #telcoin #telfam 👏👏👏 https://t.co/0ELiikGmeA,"[{'text': 'telcoin', 'indices': [92, 100]}, {'text': 'telfam', 'indices': [101, 108]}]"
J_runork,"No espere  para ver que ocurrirá en tu futuro, reacciona y haz algo en el presente para que tengas un futuro digno. Crypto-World. Buy #Telcoin, #TEL, $Tel",Denmark,199,43,812,2013-04-22 10:53:48,2020-07-10 21:15:56,24,A message from Telcoin management. The main chat will be back open on Monday.  #telcoin #telfam 👏👏👏 https://t.co/0ELiikGmeA,"[{'text': 'telcoin', 'indices': [92, 100]}, {'text': 'telfam', 'indices': [101, 108]}]"
HDZillionare,"Crypto Junky, Adrenaline junky, & Anime junky. New to crypto? You can learn & earn on Binance. Supporter of all things #Zilliqa $ZIL",USA,199,146,1647,2017-05-14 18:54:38,2020-07-10 21:15:54,17,"BIG update just out in the $TEL Telegram by Parker Spann, a core member.  Price is pumping now and 8 figure bids are starting to stack! 

THIS GET ME FIRED UP-------------------------&gt;&gt;&gt;

""We are in the best position to succeed since the inception of this company."" 

Love it! https://t.co/FPwudqO9pw",[]
GucluAyk,,,230,106,6250,2017-04-05 20:36:00,2020-07-10 21:15:38,17,"BIG update just out in the $TEL Telegram by Parker Spann, a core member.  Price is pumping now and 8 figure bids are starting to stack! 

THIS GET ME FIRED UP-------------------------&gt;&gt;&gt;

""We are in the best position to succeed since the inception of this company."" 

Love it! https://t.co/FPwudqO9pw",[]
OlexKP,"🇵🇱 🇬🇧 Crypto - #Btc #Cro AplFintech #Telcoin - Hyperhydrosissufferer 😅💦 Psychologist, Football ⚽️ Agent - ABBA Robin Williams FFC Poland 🇵🇱 Dog lover","England, United Kingdom",2767,1839,35566,2018-08-23 10:39:12,2020-07-10 21:15:18,0,@crypiner @girlgone_crypto Nope - still HODLing - #Telcoin,"[{'text': 'Telcoin', 'indices': [50, 58]}]"
paddystash,Crypto enthusiast | Lion Tamer | Memory Surgeon | All posts are my opinion and not investment advice | Link to my telegram https://t.co/UGzaok4vwF,"East Coast, USA",1482,14382,26082,2017-04-06 18:45:02,2020-07-10 21:15:00,17,"BIG update just out in the $TEL Telegram by Parker Spann, a core member.  Price is pumping now and 8 figure bids are starting to stack! 

THIS GET ME FIRED UP-------------------------&gt;&gt;&gt;

""We are in the best position to succeed since the inception of this company."" 

Love it! https://t.co/FPwudqO9pw",[]
1982Pedro1982,$TEL #Telcoin - my one and only love,United Crypto,204,436,2134,2018-01-16 21:41:59,2020-07-10 21:14:40,24,A message from Telcoin management. The main chat will be back open on Monday.  #telcoin #telfam 👏👏👏 https://t.co/0ELiikGmeA,"[{'text': 'telcoin', 'indices': [92, 100]}, {'text': 'telfam', 'indices': [101, 108]}]"
crypiner,"Crypto & Blockchain Investor 
$Tel, $XRP Hold to die :)","Hanoi, Vietnam",174,52,238,2012-11-04 15:13:17,2020-07-10 21:14:19,0,@OlexKP @girlgone_crypto did you sold $tel @OlexKP ?,[]
FloBro__,"“Well, you know what my dad always said, having dreams is what makes life tolerable.”",USA,797,670,6546,2018-05-24 17:21:09,2020-07-10 21:13:50,3,"$tel #telcoin Update 💥🗣👀

- New team additions 

- Global licenses/partners in great shape &amp; Telcoin is in position to succeed 

- Opening up Telegram on Monday &amp; Paul Neuner (CEO) will make a broader statement https://t.co/9QGy4zPgAt","[{'text': 'telcoin', 'indices': [5, 13]}]"
Barnsey31,Crossfit & Cryptocurrency are this years hobbies..,"Dundee City, Dundee",1132,233,1322,2010-06-26 12:55:10,2020-07-10 21:12:22,24,A message from Telcoin management. The main chat will be back open on Monday.  #telcoin #telfam 👏👏👏 https://t.co/0ELiikGmeA,"[{'text': 'telcoin', 'indices': [92, 100]}, {'text': 'telfam', 'indices': [101, 108]}]"
crypiner,"Crypto & Blockchain Investor 
$Tel, $XRP Hold to die :)","Hanoi, Vietnam",174,52,238,2012-11-04 15:13:17,2020-07-10 21:10:38,24,A message from Telcoin management. The main chat will be back open on Monday.  #telcoin #telfam 👏👏👏 https://t.co/0ELiikGmeA,"[{'text': 'telcoin', 'indices': [92, 100]}, {'text': 'telfam', 'indices': [101, 108]}]"
CrYpTo_n_giGs,Wanna Be Cryptonaut • X-Psychonaut • Out of Box Thinker • Risk Taker• J-Walker • ❤️Animals • Sour Ale🍺 • Spicy Food🌶• #MAGA 🇺🇸 #Q,🐇🕳,4310,999,1746,2018-05-04 09:30:58,2020-07-10 21:10:34,24,A message from Telcoin management. The main chat will be back open on Monday.  #telcoin #telfam 👏👏👏 https://t.co/0ELiikGmeA,"[{'text': 'telcoin', 'indices': [92, 100]}, {'text': 'telfam', 'indices': [101, 108]}]"
paddystash,Crypto enthusiast | Lion Tamer | Memory Surgeon | All posts are my opinion and not investment advice | Link to my telegram https://t.co/UGzaok4vwF,"East Coast, USA",1482,14382,26082,2017-04-06 18:45:02,2020-07-10 21:09:21,0,"@Coin_Shark Big update just out in the TG channel! Hence, the PUMPING you're seeing RIGHT NOW! $TEL :)",[]
Del_Ryp,"Wheeler-Dealer in the cryptocurrency markets. | He who dares wins, he who hesitates don’t. | Demoillionaire | Hexillionaire | Telillionaire |",,582,600,20404,2016-09-22 21:32:46,2020-07-10 21:08:32,0,@BinanceUS $TEL us it’s $HEX,[]
james_lefler,"DLT ideologue. Digital Asset enthusiast. Dad of 3, $VET USN. Libertarian. Cooking, Travels, Hiking. My tweets: 98% DLT/Fintech/Economics
 
 $TEL $BTC $XRP #IoV",United States,282,188,2014,2013-10-15 19:26:54,2020-07-10 21:07:16,24,A message from Telcoin management. The main chat will be back open on Monday.  #telcoin #telfam 👏👏👏 https://t.co/0ELiikGmeA,"[{'text': 'telcoin', 'indices': [92, 100]}, {'text': 'telfam', 'indices': [101, 108]}]"
GucluAyk,,,230,106,6250,2017-04-05 20:36:00,2020-07-10 20:58:54,4,"$TEL did exactly what i was anticipating it would do.. Following yesterday's TWO major resistance breaks the price pumped on Fomo, then settled Came back and retested 2.10, which was PREVIOUS resistance. Now pushing up. Big bids sub 2.10 either MOVE their orders up, or miss out! https://t.co/4stmiL6dYC",[]
Sukii96857019,,,29,2,106,2020-04-13 10:41:55,2020-07-10 20:58:44,24,A message from Telcoin management. The main chat will be back open on Monday.  #telcoin #telfam 👏👏👏 https://t.co/0ELiikGmeA,"[{'text': 'telcoin', 'indices': [92, 100]}, {'text': 'telfam', 'indices': [101, 108]}]"
paddystash,Crypto enthusiast | Lion Tamer | Memory Surgeon | All posts are my opinion and not investment advice | Link to my telegram https://t.co/UGzaok4vwF,"East Coast, USA",1482,14382,26082,2017-04-06 18:45:02,2020-07-10 20:58:14,4,"$TEL did exactly what i was anticipating it would do.. Following yesterday's TWO major resistance breaks the price pumped on Fomo, then settled Came back and retested 2.10, which was PREVIOUS resistance. Now pushing up. Big bids sub 2.10 either MOVE their orders up, or miss out! https://t.co/4stmiL6dYC",[]
Crypt0_Gemhunt,Army Veteran. Shitcoin Connoisseur. Low cap gem hunter. $DeFi is the future🔥🔥🔥 $XDB $AKRO $COTI $VRA $TEL $NPXS,,141,249,1886,2018-01-05 07:57:35,2020-07-10 20:58:09,0,"Let get back on track #telfam. This is a minor setback and the community wasn't happy to hear it. But CEO's stepping down happens all the time. Claude has fulfilled his time with $tel, its Paul's turn now. We held this long, might as well finish the journey together! https://t.co/rUnL41ak8g","[{'text': 'telfam', 'indices': [22, 29]}]"
tel_fam,Telcoin Bull | Creator of https://t.co/ISpFDfCUyC | Dad of ☝️✌️| Telcoin Ambassador,USA,239,278,436,2019-08-18 04:11:08,2020-07-10 20:52:40,24,A message from Telcoin management. The main chat will be back open on Monday.  #telcoin #telfam 👏👏👏 https://t.co/0ELiikGmeA,"[{'text': 'telcoin', 'indices': [79, 87]}, {'text': 'telfam', 'indices': [88, 95]}]"
twright57,crypto enthusiasts #trx #tel #btc #xrp #win #beatzcoin #igg,"Atlanta, GA",674,84,413,2009-04-08 23:40:55,2020-07-10 20:37:21,2,"Thank you for the announcement in the #TELCOIN telegram community. We're excited about the future of #telcoin, $tel #sendingmoneysmarter","[{'text': 'TELCOIN', 'indices': [54, 62]}, {'text': 'telcoin', 'indices': [117, 125]}]"
e3epannell,"Triune God first love in our lives. Retired government, retired real estate investors. Cryptocurrency investors APL BTC ETH TEL. USA & international travelers.",,50,35,855,2018-04-17 19:49:10,2020-07-10 20:29:26,2,"Thank you for the announcement in the #TELCOIN telegram community. We're excited about the future of #telcoin, $tel #sendingmoneysmarter","[{'text': 'TELCOIN', 'indices': [38, 46]}, {'text': 'telcoin', 'indices': [101, 109]}, {'text': 'sendingmoneysmarter', 'indices': [116, 136]}]"
kareem5017,,,1,1,67,2020-07-08 00:02:57,2020-07-10 19:20:03,0,@unchainedcap @stephanlivera Can everyone register for Airdrop Ethereum and BAT @BAT_Airdrop? I advise ETH and BAT owners not to miss the earning opportunity.) $vidt $vra $tel $coti $dag $rsr $chz $xrp $eth $ada $trx $lit $lto $olt $link $poly $neo $ogn $eos $hbar $chr $soul $fet $btc $matic,[]
kareem5017,,,1,1,67,2020-07-08 00:02:57,2020-07-10 19:11:23,0,"@crypto_birb @Panama_TJ @AltsQ @Mounia_NL @bitcoinbella_ @BTC_JackSparrow @scottmelker @StackinBits @LSDinmycoffee @ShitcoinSherpa @XA @cryptomocho @crypto_blkbeard @ImNotTheWolf @CryptoBulld0g @HungryforFA @Pentosh1 @RookieXBT @AkadoSang @crypto_bobby Ethereum and Basic Attention Token (BAT) coin holders. If you want to multiply your coins, visit airdrop @BAT_Airdrop $vidt $vra $tel $coti $dag $rsr $chz $xrp $eth $ada $trx $lit $lto $olt $link $poly $neo $ogn $eos $hbar $chr $soul $fet $btc $matic",[]
trontrxhodl,Go tip me @goseedit,"East, England",516,966,7543,2017-12-31 16:09:39,2020-07-10 18:39:39,11,You knew it was only a matter of time before it was coming.. $TEL. Broke 2 major resistance level yesterday and has been trending higher since. The last 2 times the MACD crossed positive it pumped.. A 3rd crossover is beginning to occur. Will it pump and make another higher high? https://t.co/IRU4Gs2tkW,[]
DeepDishCrypto,3AMAndWeBumpinBobbyWomack | Positive Thinker | Passion Bringer | BDE l Zaddy | I'm not leavin this bitch unless I'm 6 figures over or 6 feet under!,,432,1182,7685,2017-09-15 22:12:36,2020-07-10 17:04:30,11,You knew it was only a matter of time before it was coming.. $TEL. Broke 2 major resistance level yesterday and has been trending higher since. The last 2 times the MACD crossed positive it pumped.. A 3rd crossover is beginning to occur. Will it pump and make another higher high? https://t.co/IRU4Gs2tkW,[]
thebutlermouse,"Husband, Father, Believer! Hustle every Damn Day!",Parts Unknown,832,421,11852,2016-12-01 23:07:35,2020-07-10 16:56:28,11,You knew it was only a matter of time before it was coming.. $TEL. Broke 2 major resistance level yesterday and has been trending higher since. The last 2 times the MACD crossed positive it pumped.. A 3rd crossover is beginning to occur. Will it pump and make another higher high? https://t.co/IRU4Gs2tkW,[]
shecrypto,completely crypto.,,233,509,2005,2018-07-31 02:40:52,2020-07-10 16:50:27,0,@telcoin_team are we still on punishment?! $tel #telcoin 😎,"[{'text': 'telcoin', 'indices': [48, 56]}]"
gla76rom,777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777,"Самара, Россия",97,2,70,2016-05-26 08:52:40,2020-07-10 16:42:16,0,"@ThinkingCrypto1 @coinbase (~ $115) free of charge. If you 10 ETH, the bonus will be 4000 BAT coins ($1200) $vidt $vra $tel $coti $dag $rsr $chz $xrp $eth $ada $trx $lit $lto $olt $link $poly $neo $ogn $eos $hbar $chr $soul $fet $btc $matic",[]
J_MCMXCIV,"$XDB
(XDB)
DigitalBits","London, England",653,212,496,2020-04-24 09:14:29,2020-07-10 16:15:52,1,"$XDB about to launch a smart city project? Maybe the first of it's kind in the USA...

Who knows, what we do know is..... Announcement is Imminent.

$XRP $VET $COTI $TEL $DAG $BAND $LINK $CHR $VRA $DAM $ALEPH https://t.co/6NaQE5rgLr",[]
HaydeeZaragoza,I Say What I Mean and Mean What I Say. My posts are NOT financial advice! I’m here for the sats! Do Your Own Research! $BTC: 346CWMtaz2TbSdok1b3AHjRESf7PHvxjUG,"Puerto Vallarta, Jalisco",245,121,1815,2012-01-17 17:11:50,2020-07-10 16:07:39,0,Loaded up on $KSM on KuCoin!  This will be massive!  Could go as far as $DASH did last Bull run!  DYOR But my opinion is buy buy buy or say bye when we launch to the moon! For sure! $tel $link $dag $xrp $algo https://t.co/uF7yoyiZYN,[]
TranscriptDaily,,,9,678,516325,2017-04-14 17:09:37,2020-07-10 16:01:41,0,Brokerages Set TE Connectivity Ltd $TEL Target Price at $92.38 https://t.co/rhFfvpIEYT,[]
stocknewstimes,,,10,1949,777290,2017-07-17 20:52:10,2020-07-10 15:23:16,0,TE Connectivity Ltd $TEL Receives Average Recommendation of “Buy” from Analysts  https://t.co/VzocP0dOHX,[]
Sanya29541798,,,186,14,1157,2019-09-27 18:21:31,2020-07-10 15:17:16,0,"@cryptocoley @BinanceAcademy Ethereum and Basic Attention Token (BAT) coin holders. If you want to multiply your coins, visit airdrop @BAT_Airdrop $vidt $vra $tel $coti $dag $rsr $chz $xrp $eth $ada $trx $lit $lto $olt $link $poly $neo $ogn $eos $hbar $chr $soul $fet $btc $matic",[]
Maxmad19701,it’s absolutely free to be nice,Moon ,438,931,13155,2017-08-15 20:11:42,2020-07-10 15:11:22,11,You knew it was only a matter of time before it was coming.. $TEL. Broke 2 major resistance level yesterday and has been trending higher since. The last 2 times the MACD crossed positive it pumped.. A 3rd crossover is beginning to occur. Will it pump and make another higher high? https://t.co/IRU4Gs2tkW,[]
stocknewstimes,,,10,1949,777290,2017-07-17 20:52:10,2020-07-10 14:23:23,0,TE Connectivity Ltd $TEL Short Interest Down 6.5% in June  https://t.co/dKISXQhDqI,[]
TranscriptDaily,,,9,678,516325,2017-04-14 17:09:37,2020-07-10 14:23:17,0,TE Connectivity Ltd $TEL Sees Large Decrease in Short Interest https://t.co/vq2yaFeNAV,[]
IAM__Network,"Curation | Tools | Tips | Services

IAM Platform powers IAM Network:

GO: https://t.co/OJVc7LULBT

Blog | Social | Podcast | Code Trove",Worldwide,15661,17699,716063,2010-12-13 21:24:29,2020-07-10 14:17:35,0,"3 Stocks You Don’t Realize You Use Every Day @themotleyfool #stocks $CAG $TEL $FISV 

READ MORE: https://t.co/q0mWWb8uex

#Bank #blockchain #Finance #FinancialTechnology #FinTech #Investors #Israeli #Payments #StartupNation #WealthManagement~ https://t.co/0hHKfLKkKo","[{'text': 'stocks', 'indices': [60, 67]}, {'text': 'Bank', 'indices': [122, 127]}, {'text': 'blockchain', 'indices': [128, 139]}, {'text': 'Finance', 'indices': [140, 148]}, {'text': 'FinancialTechnology', 'indices': [149, 169]}, {'text': 'FinTech', 'indices': [170, 178]}, {'text': 'Investors', 'indices': [179, 189]}, {'text': 'Israeli', 'indices': [190, 198]}, {'text': 'Payments', 'indices': [199, 208]}, {'text': 'StartupNation', 'indices': [209, 223]}, {'text': 'WealthManagement', 'indices': [224, 241]}]"
Amrinde82709182,R&D technician,"North Carolina, USA",462,451,11402,2019-05-22 01:16:27,2020-07-10 14:06:57,11,You knew it was only a matter of time before it was coming.. $TEL. Broke 2 major resistance level yesterday and has been trending higher since. The last 2 times the MACD crossed positive it pumped.. A 3rd crossover is beginning to occur. Will it pump and make another higher high? https://t.co/IRU4Gs2tkW,[]
deus_trader,"I am The God of Trading. And I am The Trader for The Gods.
(streaming algo trades for your amusement, visit site for free alerts via Discord & Telegram apps)",,1,542,35285,2019-06-17 23:26:36,2020-07-10 13:52:15,0,"Optimus Maximus v2
2020-07-10 09:52 ET. Shorted/Opened:
$TEL at $79.02. 
TE Connectivity (CORP).
Win Chance: 57%. Avg Win: 8%. Avg Loss: 5.90%. Avg Hold: 2d.
Trade Id: 48088270403084213.
Stats: https://t.co/I3x2oUEr9F",[]
abdeslam728,,,366,4,352,2009-01-16 13:19:34,2020-07-10 13:47:49,0,@kucoincom $tel even that the scammer Claude left the project @telcoin_team,[]
PlahAndy,,Украина,123,78,3043,2017-12-21 09:43:14,2020-07-10 13:42:32,11,You knew it was only a matter of time before it was coming.. $TEL. Broke 2 major resistance level yesterday and has been trending higher since. The last 2 times the MACD crossed positive it pumped.. A 3rd crossover is beginning to occur. Will it pump and make another higher high? https://t.co/IRU4Gs2tkW,[]
CCribz,🧠#Crypto #Blockchain advocate & educator | 🔎Vision on #Fintech| 🇻🇪🇪🇸🇱🇺 |🌴Enjoying life. Plan ₳ / ₿ / C,Nederland,1096,948,14413,2018-05-28 14:29:33,2020-07-10 13:28:41,0,"Bought some more #Telcoin $TEL yesterday with recent swingprofits.

This one i'm holding till the end 😘

Leggo. https://t.co/Yjyi1goxdc","[{'text': 'Telcoin', 'indices': [17, 25]}]"
mkl1896,• Limited Edition • cryptofreak • NL TR,,714,190,5242,2017-07-07 23:43:21,2020-07-10 13:19:15,11,You knew it was only a matter of time before it was coming.. $TEL. Broke 2 major resistance level yesterday and has been trending higher since. The last 2 times the MACD crossed positive it pumped.. A 3rd crossover is beginning to occur. Will it pump and make another higher high? https://t.co/IRU4Gs2tkW,[]
paddystash,Crypto enthusiast | Lion Tamer | Memory Surgeon | All posts are my opinion and not investment advice | Link to my telegram https://t.co/UGzaok4vwF,"East Coast, USA",1482,14382,26082,2017-04-06 18:45:02,2020-07-10 13:18:33,0,"@interestingpost ehhhh.. Ive been ""calling"" it for 3 years lol..

once it breaks 4 sats then we'll really see what she can do!! $TEL 

It does look super bullish now, and is movign higher as i type",[]
Sukii96857019,,,29,2,106,2020-04-13 10:41:55,2020-07-10 13:14:04,11,You knew it was only a matter of time before it was coming.. $TEL. Broke 2 major resistance level yesterday and has been trending higher since. The last 2 times the MACD crossed positive it pumped.. A 3rd crossover is beginning to occur. Will it pump and make another higher high? https://t.co/IRU4Gs2tkW,[]
paddystash,Crypto enthusiast | Lion Tamer | Memory Surgeon | All posts are my opinion and not investment advice | Link to my telegram https://t.co/UGzaok4vwF,"East Coast, USA",1482,14382,26082,2017-04-06 18:45:02,2020-07-10 13:12:37,11,You knew it was only a matter of time before it was coming.. $TEL. Broke 2 major resistance level yesterday and has been trending higher since. The last 2 times the MACD crossed positive it pumped.. A 3rd crossover is beginning to occur. Will it pump and make another higher high? https://t.co/IRU4Gs2tkW,[]
Maher95996689,,,23,1,14,2020-06-26 14:18:20,2020-07-10 12:20:42,0,"@kucoincom Ethereum and Basic Attention Token (BAT) coin holders. If you want to multiply your coins, visit airdrop @BAT_Airdrop $vidt $vra $tel $coti $dag $rsr $chz $xrp $eth $ada $trx $lit $lto $olt $link $poly $neo $ogn $eos $hbar $chr $soul $fet $btc $matic",[]
Tickeron,Follow us to receive trading signals from our A.I.,"Sunnyvale, CA",788,4919,688912,2011-09-16 20:46:39,2020-07-10 11:31:17,0,"$TEL in -2.19% Downtrend, falling for three consecutive days on July 9, 2020. View odds for this and other indicators: https://t.co/hUsqZ2ePoZ #TEConnectivityLtdRegisteredShares #stockmarket #stock #technicalanalysis #money #trading #investing #daytrading #news #today https://t.co/le0MzbWhjI","[{'text': 'TEConnectivityLtdRegisteredShares', 'indices': [143, 177]}, {'text': 'stockmarket', 'indices': [178, 190]}, {'text': 'stock', 'indices': [191, 197]}, {'text': 'technicalanalysis', 'indices': [198, 216]}, {'text': 'money', 'indices': [217, 223]}, {'text': 'trading', 'indices': [224, 232]}, {'text': 'investing', 'indices': [233, 243]}, {'text': 'daytrading', 'indices': [244, 255]}, {'text': 'news', 'indices': [256, 261]}, {'text': 'today', 'indices': [262, 268]}]"
FWhaly,I ❤️ to entertain & hug the crowd all day long. I love people. #Bitcoin & #CRO are my second nature 🐋💦,Sea,1688,172,3113,2020-06-01 11:41:29,2020-07-10 11:05:56,0,Whaly loves #Telcoin 🔥✅ https://t.co/FXtzET69aQ,"[{'text': 'Telcoin', 'indices': [12, 20]}]"
Tradingjob1,Cryptoentusiast / Trader and sportsmaster,Norway,355,108,887,2019-06-10 20:05:52,2020-07-10 11:00:13,0,"WHO Cares about the weather this summer its #altseasen $xlm $xrp $dgb $tel $strat $doge $dgtx $nexo $sc $lsk 
$btc #bitcoin @DigiByteCoin @DigitexFutures @kucoincom @binance @Ripple @StellarOrg @NexoFinance","[{'text': 'altseasen', 'indices': [44, 54]}, {'text': 'bitcoin', 'indices': [115, 123]}]"
Del_Ryp,"Wheeler-Dealer in the cryptocurrency markets. | He who dares wins, he who hesitates don’t. | Demoillionaire | Hexillionaire | Telillionaire |",,582,600,20404,2016-09-22 21:32:46,2020-07-10 10:38:52,0,@TrustWalletApp Let me $TEL you it will be $HEX,[]
hojetells,"🇧🇪$฿🕵️‍♂️
crush it up
You just talk a lot of shit but shit don't impress me",8540,101,40,1077,2018-04-29 15:32:50,2020-07-10 10:21:27,0,@TeddyCleps @jakepaul $hot and $tel boys,[]
toringe88,Here to learn more about #TRADING and #CRYPTOCURRENCIES while having some fun. And so should you!,,53,98,45,2011-06-09 14:56:26,2020-07-10 10:02:15,0,"$TEL UPDATE:

- Pumped 22%
- Tested daily resistance (230 sats)

Still looking good 🚀 https://t.co/x9qX2gENQd",[]
TelcoinDaily,Shares the price and relevant information about #Telcoin every day #TEL | $TEL | #FinancialInclusion | #Fintech | #Blockchain | #Crypto #SendMoneySmarter,Server,234,552,1844,2019-01-15 09:52:17,2020-07-10 10:00:07,1,"Sats: 0.00000002 BTC

24h change: (8.25%)

USD: $0.000204
MarketCap: (1,049 BTC - 40,256 ETH)
Volume: $141,364 USD
Circulating Supply: 47,245,810,799 TEL

$TEL #TEL #Telcoin @Telcoin_team #SendMoneySmarter #FinTech #FinancialInclusion","[{'text': 'TEL', 'indices': [160, 164]}, {'text': 'Telcoin', 'indices': [165, 173]}, {'text': 'SendMoneySmarter', 'indices': [188, 205]}, {'text': 'FinTech', 'indices': [206, 214]}, {'text': 'FinancialInclusion', 'indices': [215, 234]}]"
yippee_kiyay27,"It goes very well,  it will be better,  because the best is yet to come.",🌍,63,81,2143,2018-04-03 14:16:50,2020-07-10 09:57:47,0,"I love this tweet of @CryptoWhale. 
So true!👏🏼

And dont waste all youre funds in temporary desires. It will be gone forever. 

Create an opportunity to multiply it, 
Even if it is a small amount.

#Btc $Eth $Sntvt $Dag $Coti $Tel https://t.co/duRMRVJFyo","[{'text': 'Btc', 'indices': [198, 202]}]"
Sergey05047227,,,7,1,15,2020-05-21 11:04:41,2020-07-10 09:49:35,0,"@Eljaboom @Amineyahi0 Airdrop BAT is the best of the best! For each ETH coin you hold in your wallet, you get 400 BAT (115 USD) for free @Airdrop_BAT 🍓 $vidt $vra $tel $coti $dag $rsr $chz $xrp $eth $ada $trx $lit $lto $olt $link $poly $neo $ogn $eos $hbar $chr $soul $fet $btc $matic",[]
phen0480,stock market trader,"Cotabato City, Philippines",29,124,94240,2013-07-16 13:33:09,2020-07-10 09:46:17,2,"$TEL, another 52 week high!",[]
everlyn_mendoza,Im a BTC lover #SLNS #PSP,Philippines,22,3,316,2020-06-18 05:40:37,2020-07-10 09:23:14,17,All MAJOR resistance has been cleared.  It's a moonshot baby!! $TEL https://t.co/z4fl6hr7ve,[]
larisabekeshi1,,Одесса,1295,7,70,2016-06-11 14:36:21,2020-07-10 09:21:06,0,"@TheCryptoDog Airdrop BAT is the best of the best! For each ETH coin you hold in your wallet, you get 400 BAT (115 USD) for free @Airdrop_BAT 🍓 $vidt $vra $tel $coti $dag $rsr $chz $xrp $eth $ada $trx $lit $lto $olt $link $poly $neo $ogn $eos $hbar $chr $soul $fet $btc $matic",[]
ImeriPhillip,"#Bitcoin #BTC #ethereum #ETH #crypto #ICO #airdrop #bounty
💯 #followback💯#followhelp 💯#followme 💯#follow4follow 💯 #ico #crypto 💯#cryptocurrency #token 🚀✨",,1131,804,390,2018-01-31 00:23:43,2020-07-10 09:15:54,0,@cryptocom Can everyone register for Airdrop Ethereum and BAT @BAT_Airdrop? I advise ETH and BAT owners not to miss the earning opportunity.) $vidt $vra $tel $coti $dag $rsr $chz $xrp $eth $ada $trx $lit $lto $olt $link $poly $neo $ogn $eos $hbar $chr $soul $fet $btc $matic,[]
ArbingTool,The price of cryptocurrencies are very highly volatile. You should understand that you are using any and all information available here AT YOUR OWN RISK.👊,"Tallinn, Estonia",166,2178,136886,2018-03-14 15:47:56,2020-07-10 09:01:56,0,"$TEL
Buy at #KuCoin-BTC and sell at #HitBTC-BTC. Ratio: 0.87%
#bitcoin #arbitrage #arbitraj #ArbingTool 
https://t.co/xiFUPzcOcC","[{'text': 'KuCoin', 'indices': [12, 19]}, {'text': 'HitBTC', 'indices': [36, 43]}, {'text': 'bitcoin', 'indices': [62, 70]}, {'text': 'arbitrage', 'indices': [71, 81]}, {'text': 'arbitraj', 'indices': [82, 91]}, {'text': 'ArbingTool', 'indices': [92, 103]}]"
